sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:NOME_PROCEDIMENTO,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
0406010927,MYOCARDIAL REVASCULARIZATION WITH EXTRACORPOREAL CIRCULATION,-1,,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA,0.74,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010927,MYOCARDIAL REVASCULARIZATION WITH EXTRACORPOREAL CIRCULATION,-1,,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA,0.74,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010927,MYOCARDIAL REVASCULARIZATION WITH EXTRACORPOREAL CIRCULATION,-1,,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA,0.74,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010927,MYOCARDIAL REVASCULARIZATION WITH EXTRACORPOREAL CIRCULATION,-1,,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA,0.74,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010935,MYOCARDIAL REVASCULARIZATION W/ USE OF EXTRACORPOREAL (W/ 2 OR MORE GRAFTS),-1,,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS),0.53,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010935,MYOCARDIAL REVASCULARIZATION W/ USE OF EXTRACORPOREAL (W/ 2 OR MORE GRAFTS),-1,,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS),0.53,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010935,MYOCARDIAL REVASCULARIZATION W/ USE OF EXTRACORPOREAL (W/ 2 OR MORE GRAFTS),-1,,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS),0.53,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010935,MYOCARDIAL REVASCULARIZATION W/ USE OF EXTRACORPOREAL (W/ 2 OR MORE GRAFTS),-1,,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS),0.53,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010943,MYOCARDIAL REVASCULARIZATION WITHOUT EXTRACORPORAL CIRCULATION,-1,,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA,0.73,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010943,MYOCARDIAL REVASCULARIZATION WITHOUT EXTRACORPORAL CIRCULATION,-1,,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA,0.73,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010943,MYOCARDIAL REVASCULARIZATION WITHOUT EXTRACORPORAL CIRCULATION,-1,,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA,0.73,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010951,MYOCARDIAL REVASCULARIZATION WITHOUT EXTRACORPORAL CIRCULATION (WITH 2 OR MORE GRAFTS),-1,,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA (C/ 2 OU MAIS ENXERTOS),0.56,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010951,MYOCARDIAL REVASCULARIZATION WITHOUT EXTRACORPORAL CIRCULATION (WITH 2 OR MORE GRAFTS),-1,,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA (C/ 2 OU MAIS ENXERTOS),0.56,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010951,MYOCARDIAL REVASCULARIZATION WITHOUT EXTRACORPORAL CIRCULATION (WITH 2 OR MORE GRAFTS),-1,,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA (C/ 2 OU MAIS ENXERTOS),0.56,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406010986,ASCENDING AORTA REPLACEMENT,-1,,TROCA DE AORTA ASCENDENTE,0.87,4208798,Replacement of ascending aorta,SNOMED,Procedure,S,0,6,Procedure,312311004,20020131,20991231,
0406010986,ASCENDING AORTA REPLACEMENT,-1,,TROCA DE AORTA ASCENDENTE,0.87,4208798,Replacement of ascending aorta,SNOMED,Procedure,S,0,6,Procedure,312311004,20020131,20991231,
0406010986,ASCENDING AORTA REPLACEMENT,-1,,TROCA DE AORTA ASCENDENTE,0.87,4208798,Replacement of ascending aorta,SNOMED,Procedure,S,0,6,Procedure,312311004,20020131,20991231,
0406010986,ASCENDING AORTA REPLACEMENT,-1,,TROCA DE AORTA ASCENDENTE,0.87,4208798,Replacement of ascending aorta,SNOMED,Procedure,S,0,6,Procedure,312311004,20020131,20991231,
0406011125,DUAL CHAMBER PACEMAKER GENERATOR REPLACEMENT,-1,,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA,0.71,506576,Renewal of biventricular cardiac pacemaker,SNOMED,Procedure,S,0,1,Procedure,1051841000000106,20161001,20991231,
0406011125,DUAL CHAMBER PACEMAKER GENERATOR REPLACEMENT,-1,,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA,0.71,40481494,Replacement of dual chamber pulse generator,SNOMED,Procedure,S,0,1,Procedure,443434006,20100131,20991231,
0406011125,DUAL CHAMBER PACEMAKER GENERATOR REPLACEMENT,-1,,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA,0.71,40479859,Replacement of cardiac pacemaker,SNOMED,Procedure,S,9,5,Procedure,444566006,20100731,20991231,
0406011125,DUAL CHAMBER PACEMAKER GENERATOR REPLACEMENT,-1,,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA,0.71,4243151,Repair of pacemaker with replacement of pulse generator,SNOMED,Procedure,S,0,3,Procedure,38315009,20020131,20991231,
0406011125,DUAL CHAMBER PACEMAKER GENERATOR REPLACEMENT,-1,,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA,0.71,506577,Renewal of dual chamber cardiac pacemaker system,SNOMED,Procedure,S,0,1,Procedure,1051851000000109,20161001,20991231,
0406011125,DUAL CHAMBER PACEMAKER GENERATOR REPLACEMENT,-1,,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA,0.71,4243151,Repair of pacemaker with replacement of pulse generator,SNOMED,Procedure,S,0,3,Procedure,38315009,20020131,20991231,
0406011206,VALVE REPLACEMENT WITH MYOCARDIAL REVASCULARIZATION,-1,,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,0.77,4275564,Operation on heart,SNOMED,Procedure,S,62,3,Procedure,64915003,20020131,20991231,
0406011206,VALVE REPLACEMENT WITH MYOCARDIAL REVASCULARIZATION,-1,,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,0.77,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406011206,VALVE REPLACEMENT WITH MYOCARDIAL REVASCULARIZATION,-1,,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,0.77,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406011206,VALVE REPLACEMENT WITH MYOCARDIAL REVASCULARIZATION,-1,,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,0.77,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406011206,VALVE REPLACEMENT WITH MYOCARDIAL REVASCULARIZATION,-1,,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,0.77,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406011206,VALVE REPLACEMENT WITH MYOCARDIAL REVASCULARIZATION,-1,,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,0.77,4170285,Myocardial revascularization,SNOMED,Procedure,S,1,1,Procedure,275227003,20020131,20991231,
0406011451,CLOSURE OF INTERATRIAL COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE),0.51,4337440,Operation to close an interatrial communication,SNOMED,Procedure,S,2,4,Procedure,233037005,20020131,20991231,
0406011451,CLOSURE OF INTERATRIAL COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE),0.51,4337440,Operation to close an interatrial communication,SNOMED,Procedure,S,2,4,Procedure,233037005,20020131,20991231,
0406011451,CLOSURE OF INTERATRIAL COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE),0.51,4337440,Operation to close an interatrial communication,SNOMED,Procedure,S,2,4,Procedure,233037005,20020131,20991231,
0406011451,CLOSURE OF INTERATRIAL COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE),0.51,4337440,Operation to close an interatrial communication,SNOMED,Procedure,S,2,4,Procedure,233037005,20020131,20991231,
0406011451,CLOSURE OF INTERATRIAL COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE),0.51,4337440,Operation to close an interatrial communication,SNOMED,Procedure,S,2,4,Procedure,233037005,20020131,20991231,
0406011451,CLOSURE OF INTERATRIAL COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE),0.51,4337440,Operation to close an interatrial communication,SNOMED,Procedure,S,2,4,Procedure,233037005,20020131,20991231,
0406011460,CLOSURE OF INTERVENTRICULAR COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE),0.48,4199899,Closure of ventricular septal defect,SNOMED,Procedure,S,14,2,Procedure,52930005,20020131,20991231,
0406011460,CLOSURE OF INTERVENTRICULAR COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE),0.48,4199899,Closure of ventricular septal defect,SNOMED,Procedure,S,14,2,Procedure,52930005,20020131,20991231,
0406011460,CLOSURE OF INTERVENTRICULAR COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE),0.48,4199899,Closure of ventricular septal defect,SNOMED,Procedure,S,14,2,Procedure,52930005,20020131,20991231,
0406011460,CLOSURE OF INTERVENTRICULAR COMMUNICATION (CHILD AND ADOLESCENT),-1,,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE),0.48,4199899,Closure of ventricular septal defect,SNOMED,Procedure,S,14,2,Procedure,52930005,20020131,20991231,
0406020078,IMPLANTATION OF SEMI OR TOTALLY IMPLANTABLE LONG-TERM CATHETER (MAIN PROCEDURE),-1,,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),0.45,4052413,Central venous cannula insertion,SNOMED,Procedure,S,13,4,Procedure,233527006,20020131,20991231,
0406020078,IMPLANTATION OF SEMI OR TOTALLY IMPLANTABLE LONG-TERM CATHETER (MAIN PROCEDURE),-1,,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),0.45,4052413,Central venous cannula insertion,SNOMED,Procedure,S,13,4,Procedure,233527006,20020131,20991231,
0406020078,IMPLANTATION OF SEMI OR TOTALLY IMPLANTABLE LONG-TERM CATHETER (MAIN PROCEDURE),-1,,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),0.45,4052413,Central venous cannula insertion,SNOMED,Procedure,S,13,4,Procedure,233527006,20020131,20991231,
0406020078,IMPLANTATION OF SEMI OR TOTALLY IMPLANTABLE LONG-TERM CATHETER (MAIN PROCEDURE),-1,,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),0.45,4052413,Central venous cannula insertion,SNOMED,Procedure,S,13,4,Procedure,233527006,20020131,20991231,
0406020078,IMPLANTATION OF SEMI OR TOTALLY IMPLANTABLE LONG-TERM CATHETER (MAIN PROCEDURE),-1,,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),0.45,4052413,Central venous cannula insertion,SNOMED,Procedure,S,13,4,Procedure,233527006,20020131,20991231,
0406020124,ARTERIAL EMBOLECTOMY,-1,,EMBOLECTOMIA ARTERIAL,1.0,4246371,Arterial embolectomy,SNOMED,Procedure,S,12,2,Procedure,397045002,20030731,20991231,
0406020124,ARTERIAL EMBOLECTOMY,-1,,EMBOLECTOMIA ARTERIAL,1.0,4246371,Arterial embolectomy,SNOMED,Procedure,S,12,2,Procedure,397045002,20030731,20991231,
0406020124,ARTERIAL EMBOLECTOMY,-1,,EMBOLECTOMIA ARTERIAL,1.0,4246371,Arterial embolectomy,SNOMED,Procedure,S,12,2,Procedure,397045002,20030731,20991231,
0406020124,ARTERIAL EMBOLECTOMY,-1,,EMBOLECTOMIA ARTERIAL,1.0,4246371,Arterial embolectomy,SNOMED,Procedure,S,12,2,Procedure,397045002,20030731,20991231,
0406020124,ARTERIAL EMBOLECTOMY,-1,,EMBOLECTOMIA ARTERIAL,1.0,4246371,Arterial embolectomy,SNOMED,Procedure,S,12,2,Procedure,397045002,20030731,20991231,
0406020140,EXCISION AND SUTURE OF LYMPHANGIOMA / NEVUS,-1,,EXCISAO E SUTURA DE LINFANGIOMA / NEVUS,0.64,4167978,Excision of lesion of soft tissue,SNOMED,Procedure,S,48,1,Procedure,48219004,20020131,20991231,
0406020140,EXCISION AND SUTURE OF LYMPHANGIOMA / NEVUS,-1,,EXCISAO E SUTURA DE LINFANGIOMA / NEVUS,0.64,4167978,Excision of lesion of soft tissue,SNOMED,Procedure,S,48,1,Procedure,48219004,20020131,20991231,
0406020140,EXCISION AND SUTURE OF LYMPHANGIOMA / NEVUS,-1,,EXCISAO E SUTURA DE LINFANGIOMA / NEVUS,0.64,4167978,Excision of lesion of soft tissue,SNOMED,Procedure,S,48,1,Procedure,48219004,20020131,20991231,
0406020140,EXCISION AND SUTURE OF LYMPHANGIOMA / NEVUS,-1,,EXCISAO E SUTURA DE LINFANGIOMA / NEVUS,0.64,4167978,Excision of lesion of soft tissue,SNOMED,Procedure,S,48,1,Procedure,48219004,20020131,20991231,
0406020140,EXCISION AND SUTURE OF LYMPHANGIOMA / NEVUS,-1,,EXCISAO E SUTURA DE LINFANGIOMA / NEVUS,0.64,4167978,Excision of lesion of soft tissue,SNOMED,Procedure,S,48,1,Procedure,48219004,20020131,20991231,
0406020302,PATCH ANGIOPLASTY (ANY TECHNIQUE),-1,,PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA),0.57,4233093,Repair of artery with patch graft,SNOMED,Procedure,S,24,2,Procedure,89671007,20020131,20991231,
0406020302,PATCH ANGIOPLASTY (ANY TECHNIQUE),-1,,PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA),0.57,4233093,Repair of artery with patch graft,SNOMED,Procedure,S,24,2,Procedure,89671007,20020131,20991231,
0406020302,PATCH ANGIOPLASTY (ANY TECHNIQUE),-1,,PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA),0.57,4233093,Repair of artery with patch graft,SNOMED,Procedure,S,24,2,Procedure,89671007,20020131,20991231,
0406020302,PATCH ANGIOPLASTY (ANY TECHNIQUE),-1,,PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA),0.57,4233093,Repair of artery with patch graft,SNOMED,Procedure,S,24,2,Procedure,89671007,20020131,20991231,
0406020302,PATCH ANGIOPLASTY (ANY TECHNIQUE),-1,,PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA),0.57,4019027,Patch repair of aorta,SNOMED,Procedure,S,1,3,Procedure,175340007,20020131,20991231,
0406020302,PATCH ANGIOPLASTY (ANY TECHNIQUE),-1,,PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA),0.57,4233093,Repair of artery with patch graft,SNOMED,Procedure,S,24,2,Procedure,89671007,20020131,20991231,
0406020442,BRIDGE REVASCULARIZATION / DISTAL FEMURO-POPLITEAL THROMBOENDARTERECTOMY,-1,,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL,0.52,4049901,Thromboendarterectomy with graft of femoral and popliteal arteries,SNOMED,Procedure,S,1,3,Procedure,15853003,20020131,20991231,
0406020442,BRIDGE REVASCULARIZATION / DISTAL FEMURO-POPLITEAL THROMBOENDARTERECTOMY,-1,,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL,0.52,4049901,Thromboendarterectomy with graft of femoral and popliteal arteries,SNOMED,Procedure,S,1,3,Procedure,15853003,20020131,20991231,
0406020442,BRIDGE REVASCULARIZATION / DISTAL FEMURO-POPLITEAL THROMBOENDARTERECTOMY,-1,,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL,0.52,4049901,Thromboendarterectomy with graft of femoral and popliteal arteries,SNOMED,Procedure,S,1,3,Procedure,15853003,20020131,20991231,
0406020442,BRIDGE REVASCULARIZATION / DISTAL FEMURO-POPLITEAL THROMBOENDARTERECTOMY,-1,,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL,0.52,4049901,Thromboendarterectomy with graft of femoral and popliteal arteries,SNOMED,Procedure,S,1,3,Procedure,15853003,20020131,20991231,
0406020566,SURGICAL TREATMENT OF VARICES (BILATERAL),-1,,TRATAMENTO CIRURGICO DE VARIZES (BILATERAL),0.41,4166760,Varicose vein operation,SNOMED,Procedure,S,19,1,Procedure,274023003,20020131,20991231,
0406020566,SURGICAL TREATMENT OF VARICES (BILATERAL),-1,,TRATAMENTO CIRURGICO DE VARIZES (BILATERAL),0.41,4166760,Varicose vein operation,SNOMED,Procedure,S,19,1,Procedure,274023003,20020131,20991231,
0406020566,SURGICAL TREATMENT OF VARICES (BILATERAL),-1,,TRATAMENTO CIRURGICO DE VARIZES (BILATERAL),0.41,4166760,Varicose vein operation,SNOMED,Procedure,S,19,1,Procedure,274023003,20020131,20991231,
0406020574,SURGICAL TREATMENT OF VARICES (UNILATERAL),-1,,TRATAMENTO CIRÚRGICO DE VARIZES (UNILATERAL),0.39,4166760,Varicose vein operation,SNOMED,Procedure,S,19,1,Procedure,274023003,20020131,20991231,
0406020574,SURGICAL TREATMENT OF VARICES (UNILATERAL),-1,,TRATAMENTO CIRÚRGICO DE VARIZES (UNILATERAL),0.39,4166760,Varicose vein operation,SNOMED,Procedure,S,19,1,Procedure,274023003,20020131,20991231,
0406020574,SURGICAL TREATMENT OF VARICES (UNILATERAL),-1,,TRATAMENTO CIRÚRGICO DE VARIZES (UNILATERAL),0.39,4166760,Varicose vein operation,SNOMED,Procedure,S,19,1,Procedure,274023003,20020131,20991231,
0406030014,CORONARY ANGIOPLASTY,-1,,ANGIOPLASTIA CORONARIANA,1.0,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406030014,CORONARY ANGIOPLASTY,-1,,ANGIOPLASTIA CORONARIANA,1.0,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406030014,CORONARY ANGIOPLASTY,-1,,ANGIOPLASTIA CORONARIANA,1.0,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406030022,CORONARY ANGIOPLASTY WITH IMPLANTATION OF TWO STENTS,-1,,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS,0.62,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406030022,CORONARY ANGIOPLASTY WITH IMPLANTATION OF TWO STENTS,-1,,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS,0.62,44511270,Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery,OPCS4,Procedure,S,0,1,Procedure,K75.3,19700101,20991231,
0406030022,CORONARY ANGIOPLASTY WITH IMPLANTATION OF TWO STENTS,-1,,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS,0.62,4181025,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery,SNOMED,Procedure,S,4,4,Procedure,429639007,20080131,20991231,
0406030030,CORONARY ANGIOPLASTY WITH STENT IMPLANTATION,-1,,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT,0.73,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406030030,CORONARY ANGIOPLASTY WITH STENT IMPLANTATION,-1,,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT,0.73,4181025,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery,SNOMED,Procedure,S,4,4,Procedure,429639007,20080131,20991231,
0406030030,CORONARY ANGIOPLASTY WITH STENT IMPLANTATION,-1,,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT,0.73,4181025,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery,SNOMED,Procedure,S,4,4,Procedure,429639007,20080131,20991231,
0406030049,PRIMARY CORONARY ANGIOPLASTY,-1,,ANGIOPLASTIA CORONARIANA PRIMÁRIA,0.87,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406030049,PRIMARY CORONARY ANGIOPLASTY,-1,,ANGIOPLASTIA CORONARIANA PRIMÁRIA,0.87,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406030049,PRIMARY CORONARY ANGIOPLASTY,-1,,ANGIOPLASTIA CORONARIANA PRIMÁRIA,0.87,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406030049,PRIMARY CORONARY ANGIOPLASTY,-1,,ANGIOPLASTIA CORONARIANA PRIMÁRIA,0.87,4184832,Coronary angioplasty,SNOMED,Procedure,S,245,4,Procedure,41339005,20020131,20991231,
0406040028,"INTRALUMINAL ANGIOPLASTY OF AORTA, VENA CAVA / ILIAC VESSELS (WITH STENT)",-1,,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT)",0.47,4302652,Angioplasty of blood vessel,SNOMED,Procedure,S,68,2,Procedure,418285008,20060131,20991231,
0406040028,"INTRALUMINAL ANGIOPLASTY OF AORTA, VENA CAVA / ILIAC VESSELS (WITH STENT)",-1,,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT)",0.47,4286646,Percutaneous transluminal balloon angioplasty,SNOMED,Procedure,S,19,1,Procedure,68457009,20020131,20991231,
0406040028,"INTRALUMINAL ANGIOPLASTY OF AORTA, VENA CAVA / ILIAC VESSELS (WITH STENT)",-1,,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT)",0.47,4302652,Angioplasty of blood vessel,SNOMED,Procedure,S,68,2,Procedure,418285008,20060131,20991231,
0406040028,"INTRALUMINAL ANGIOPLASTY OF AORTA, VENA CAVA / ILIAC VESSELS (WITH STENT)",-1,,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT)",0.47,46271002,Percutaneous transluminal arterial angioplasty with insertion of stent,SNOMED,Procedure,S,0,3,Procedure,709019007,20150731,20991231,
0406040028,"INTRALUMINAL ANGIOPLASTY OF AORTA, VENA CAVA / ILIAC VESSELS (WITH STENT)",-1,,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT)",0.47,4286646,Percutaneous transluminal balloon angioplasty,SNOMED,Procedure,S,19,1,Procedure,68457009,20020131,20991231,
0406040052,INTRALUMINAL ANGIOPLASTY OF EXTREMITY VESSELS (WITHOUT STENT),-1,,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT),0.48,4050128,Angioplasty of artery,SNOMED,Procedure,S,248,2,Procedure,233258006,20020131,20991231,
0406040052,INTRALUMINAL ANGIOPLASTY OF EXTREMITY VESSELS (WITHOUT STENT),-1,,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT),0.48,4286646,Percutaneous transluminal balloon angioplasty,SNOMED,Procedure,S,19,1,Procedure,68457009,20020131,20991231,
0406040052,INTRALUMINAL ANGIOPLASTY OF EXTREMITY VESSELS (WITHOUT STENT),-1,,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT),0.48,46271049,Angioplasty of peripheral blood vessel,SNOMED,Procedure,S,224,2,Procedure,709077000,20150731,20991231,
0406040052,INTRALUMINAL ANGIOPLASTY OF EXTREMITY VESSELS (WITHOUT STENT),-1,,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT),0.48,4286646,Percutaneous transluminal balloon angioplasty,SNOMED,Procedure,S,19,1,Procedure,68457009,20020131,20991231,
0406040052,INTRALUMINAL ANGIOPLASTY OF EXTREMITY VESSELS (WITHOUT STENT),-1,,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT),0.48,4286646,Percutaneous transluminal balloon angioplasty,SNOMED,Procedure,S,19,1,Procedure,68457009,20020131,20991231,
0406040060,INTRALUMINAL ANGIOPLASTY OF EXTREMITY VESSELS (WITH UNCOATED STENT),-1,,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NÃO RECOBERTO),0.45,4050128,Angioplasty of artery,SNOMED,Procedure,S,248,2,Procedure,233258006,20020131,20991231,
